Datetime,Hour,DayOfWeek,DayOfMonth,Month,temperature(degC),point_de_rosee(degC),humidite(%),precipitations(mm),neige(mm),vent_direction(deg),vent_moyen(km/h),rafale_vent_max(km/h),pression(hPa),ensoleillement(h),2R-P01,VL-P01,PL-P01,2R-P10,VL-P10,PL-P10,2R-P12,VL-P12,PL-P12,2R-P13,VL-P13,PL-P13,2R-P14,VL-P14,PL-P14,2R-P17,VL-P17,PL-P17,2R-P18,VL-P18,PL-P18,2R-P19,VL-P19,PL-P19,2R-P02,VL-P02,PL-P02,2R-P20,VL-P20,PL-P20,2R-P21,VL-P21,PL-P21,2R-P23,VL-P23,PL-P23,2R-P24,VL-P24,PL-P24,2R-P25,VL-P25,PL-P25,2R-P26,VL-P26,PL-P26,2R-P03,VL-P03,PL-P03,2R-P04,VL-P04,PL-P04,2R-P05,VL-P05,PL-P05,2R-P06,VL-P06,PL-P06,2R-P08,VL-P08,PL-P08,2R-P09,VL-P09,PL-P09
2022-10-29 16:00:00,16,5,29,10,21.5,16.7,74.0,0.0,0.0,50.0,3.6,18.5,1017.0,,8,132,14,2,3,0,10,1,0,6,29,2,1,2,1,8,288,1,6,76,6,0,16,0,8,34,9,0,9,0,1,2,0,4,72,4,2,36,0,4,18,0,4,100,6,6,250,1,12,322,10,4,58,0,30,353,32,1,2,0,8,74,0
2022-10-29 17:00:00,17,5,29,10,19.5,16.3,82.0,0.0,0.0,20.0,5.4,16.7,1017.1,,9,150,14,0,0,1,5,2,1,6,43,2,2,4,0,4,250,0,6,88,5,0,18,0,7,45,8,0,8,0,3,2,0,2,74,2,2,42,0,6,18,1,4,111,7,10,256,0,12,372,10,2,82,0,30,415,26,4,4,0,10,90,1
2022-10-29 18:00:00,18,5,29,10,17.6,15.9,90.0,0.0,0.0,70.0,5.4,9.0,1017.1,,10,190,13,0,1,0,12,6,0,5,35,1,1,1,0,4,311,1,8,74,4,2,14,0,8,44,9,2,8,0,4,4,0,2,72,2,2,52,0,8,22,1,6,118,6,8,399,0,17,518,14,4,84,0,32,580,38,2,1,0,10,82,0
2022-10-29 19:00:00,19,5,29,10,16.8,15.3,91.0,0.0,0.0,80.0,5.4,14.8,1017.4,,10,181,14,0,0,0,2,2,0,4,38,1,0,2,0,8,309,0,10,80,4,0,18,0,13,43,8,1,6,0,3,4,1,2,66,4,2,46,0,3,16,1,6,142,6,10,377,0,17,586,10,4,67,0,40,612,44,2,2,0,11,72,1
2022-10-29 20:00:00,20,5,29,10,15.8,14.7,93.0,0.0,0.0,240.0,1.8,13.0,1017.4,,8,118,10,0,0,0,3,1,0,7,38,1,0,0,0,4,186,0,6,50,1,1,10,0,10,36,7,0,2,0,2,3,0,2,51,2,1,36,0,1,7,2,7,74,6,9,192,0,16,349,9,2,42,0,31,370,26,2,3,0,12,76,0
2022-10-29 21:00:00,21,5,29,10,14.9,14.1,95.0,0.0,0.0,190.0,1.8,8.0,1017.4,,6,72,2,0,0,0,1,0,0,3,29,2,0,2,0,4,146,2,8,35,2,2,9,0,5,26,5,0,0,0,2,5,0,1,26,1,1,18,0,1,4,0,5,36,4,4,107,0,12,147,6,2,31,0,14,164,17,0,0,0,10,54,0
2022-10-29 22:00:00,22,5,29,10,14.9,14.1,95.0,0.0,0.0,120.0,5.4,16.7,1017.5,,8,52,1,0,1,0,1,1,0,4,15,0,0,0,0,4,116,0,2,39,2,0,5,0,8,23,3,0,1,0,2,4,0,1,22,0,2,12,0,0,4,0,3,20,2,2,92,0,8,104,4,0,28,0,14,132,12,1,0,0,9,52,0
2022-10-29 23:00:00,23,5,29,10,15.8,13.8,88.0,0.0,0.0,120.0,9.4,16.7,1017.0,,4,58,2,0,0,0,2,0,0,2,18,0,0,1,0,6,287,0,2,42,1,0,8,0,4,22,2,0,0,0,0,2,0,0,24,0,0,8,0,0,4,0,1,21,2,3,80,0,5,144,1,2,48,0,10,159,10,0,1,0,4,32,0
2022-10-30 00:00:00,0,6,30,10,16.1,13.6,85.0,0.0,0.0,140.0,5.4,13.0,1016.7,,2,54,2,0,0,0,1,0,0,0,24,0,0,0,0,5,164,0,2,20,1,0,6,0,4,6,2,0,0,0,0,2,0,0,16,0,0,4,0,0,2,0,1,20,2,1,79,1,4,105,1,0,24,0,8,129,6,1,0,0,2,32,0
2022-10-30 01:00:00,1,6,30,10,15.9,13.4,85.0,0.2,0.0,140.0,7.6,16.7,1017.1,,2,32,2,0,2,1,2,0,0,3,13,0,0,0,0,1,108,5,0,14,0,0,4,0,3,9,2,0,2,0,0,2,0,0,11,0,0,5,0,0,2,0,2,9,1,1,48,2,4,73,1,1,17,0,6,92,3,0,0,0,3,19,0
2022-10-30 02:00:00,2,6,30,10,15.7,13.5,87.0,0.0,0.0,150.0,7.6,14.8,1017.0,,2,24,1,0,0,0,3,0,0,1,18,3,0,0,0,2,71,0,0,10,0,0,2,0,2,7,0,0,0,0,0,3,0,0,7,0,0,4,0,0,2,0,0,8,2,1,22,0,2,56,2,2,14,0,3,56,4,0,0,0,2,17,0
2022-10-30 03:00:00,3,6,30,10,15.5,13.7,89.0,0.0,0.0,140.0,7.6,18.0,1016.7,,0,12,0,0,0,1,0,0,0,0,8,0,0,0,0,0,36,1,1,6,0,0,3,0,0,2,0,0,1,0,0,2,0,0,8,0,0,1,0,0,1,0,0,4,2,0,21,0,2,18,2,0,6,0,2,23,1,0,0,0,3,8,0
2022-10-30 04:00:00,4,6,30,10,15.5,13.9,90.0,0.0,0.0,140.0,7.6,18.5,1016.9,,3,14,0,0,1,0,0,0,0,0,1,0,0,0,0,0,26,0,0,2,0,0,1,0,0,4,0,0,0,0,0,2,0,0,7,0,0,3,0,0,1,0,1,4,2,1,16,0,2,22,2,0,4,0,2,24,2,0,0,0,0,3,0
2022-10-30 05:00:00,5,6,30,10,15.5,14.0,91.0,0.0,0.0,150.0,7.6,18.5,1017.3,,0,11,1,0,0,0,0,0,0,0,2,1,0,0,0,0,19,0,0,4,0,0,1,0,0,4,0,0,0,0,0,1,0,0,6,0,0,1,0,0,0,0,0,4,3,0,16,0,2,24,3,1,5,0,3,25,6,0,0,0,0,4,0
2022-10-30 06:00:00,6,6,30,10,15.3,13.8,91.0,0.0,0.0,160.0,5.4,15.0,1017.4,,2,29,3,0,0,0,0,0,0,0,3,0,0,0,0,2,39,4,2,4,0,0,3,0,2,4,0,0,2,0,0,2,0,0,9,0,0,4,0,0,1,0,0,15,2,0,78,0,4,86,2,0,5,0,3,88,6,0,0,0,0,8,0
2022-10-30 07:00:00,7,6,30,10,15.3,14.0,92.0,0.0,0.0,140.0,7.6,16.7,1018.1,,1,23,4,0,0,0,2,0,0,0,6,0,0,0,0,2,106,2,2,12,0,0,2,0,1,4,2,0,0,0,0,2,0,0,6,0,0,4,0,0,0,0,1,10,2,1,53,0,2,44,2,0,8,0,4,50,4,0,0,0,1,10,0
2022-10-30 08:00:00,8,6,30,10,15.6,14.1,91.0,0.0,0.0,150.0,7.6,20.4,1019.1,,3,26,6,0,0,0,5,6,0,2,10,0,0,1,0,2,92,0,4,32,2,0,5,0,2,8,3,2,2,0,2,1,0,0,11,0,0,12,0,0,8,0,2,18,2,1,67,0,2,64,4,0,8,0,3,79,8,0,0,0,1,20,0
2022-10-30 09:00:00,9,6,30,10,18.0,14.5,80.0,0.0,0.0,180.0,5.4,11.0,1019.7,,4,62,4,0,0,0,8,4,0,3,15,0,0,0,0,6,182,0,6,52,2,0,6,0,4,20,3,1,5,0,2,0,0,0,27,0,0,20,0,2,11,0,0,46,2,1,143,0,5,111,4,3,14,0,10,141,10,0,0,0,2,39,0
2022-10-30 10:00:00,10,6,30,10,19.5,15.2,76.0,0.0,0.0,230.0,9.4,22.2,1020.3,,6,132,6,1,0,0,6,4,0,2,23,5,1,0,0,2,265,0,8,78,6,1,30,0,6,26,2,2,20,2,2,3,0,1,47,0,1,32,0,3,10,0,2,62,2,6,149,0,4,192,5,0,31,0,14,236,18,0,2,0,4,56,0
2022-10-30 11:00:00,11,6,30,10,20.3,16.1,77.0,0.0,0.0,350.0,7.6,22.2,1020.3,,19,170,8,2,1,0,8,4,0,3,32,3,1,1,0,2,322,3,12,92,6,3,29,0,4,44,2,8,32,0,4,4,0,1,63,0,2,68,0,7,14,1,6,81,2,6,202,0,6,272,4,3,44,0,19,310,14,0,0,0,7,65,0
2022-10-30 12:00:00,12,6,30,10,20.4,15.0,71.0,0.0,0.0,350.0,5.4,18.0,1019.9,,10,132,6,0,0,0,8,5,0,4,76,3,0,1,0,4,297,1,6,78,6,2,24,0,9,43,2,2,11,0,2,4,0,0,47,0,3,71,0,5,14,0,6,114,2,3,217,1,11,388,5,4,64,0,20,412,22,0,1,0,10,82,0
2022-10-30 13:00:00,13,6,30,10,20.9,14.8,68.0,0.0,0.0,320.0,3.6,24.1,1020.0,,7,102,6,0,0,0,10,3,1,4,48,2,0,1,0,7,226,2,10,64,5,0,22,0,8,34,4,2,8,2,5,2,0,1,51,0,2,30,0,2,10,0,7,98,3,6,178,0,12,313,5,2,66,0,24,335,20,0,0,0,3,50,0
2022-10-30 14:00:00,14,6,30,10,21.0,15.1,69.0,0.0,0.0,340.0,9.4,24.1,1019.8,,8,96,6,0,2,0,3,3,0,5,29,1,0,2,0,5,304,1,8,73,4,2,16,0,7,38,4,1,8,1,4,2,0,0,40,0,1,32,0,6,10,0,5,66,3,2,189,1,7,270,4,3,40,0,18,280,15,1,1,0,7,57,1
2022-10-30 15:00:00,15,6,30,10,20.6,15.2,71.0,0.0,0.0,20.0,7.6,17.0,1019.7,,12,130,10,0,0,0,9,3,0,6,31,2,3,1,0,4,242,2,14,59,2,1,20,0,6,41,4,2,6,1,6,6,0,2,44,1,2,34,0,8,16,1,6,79,4,7,218,1,14,316,2,4,46,0,39,340,18,0,2,0,8,58,0
2022-10-30 16:00:00,16,6,30,10,19.6,13.3,67.0,0.0,0.0,10.0,7.6,20.4,1019.7,,10,168,13,0,1,0,10,1,0,3,29,0,0,1,0,5,272,0,9,58,4,0,12,0,7,46,5,1,4,0,4,4,0,2,54,1,0,44,0,7,20,0,4,85,3,7,254,0,8,376,3,4,48,0,30,404,16,0,0,0,6,55,0
2022-10-30 17:00:00,17,6,30,10,18.8,13.7,72.0,0.0,0.0,30.0,9.4,20.4,1019.7,,19,204,6,2,3,0,5,2,1,4,34,2,0,4,0,6,252,0,10,70,6,1,9,0,10,45,4,0,7,0,4,5,1,2,50,1,2,44,0,6,16,0,8,108,4,4,372,0,11,485,5,4,57,0,25,500,22,3,2,0,12,81,1
2022-10-30 18:00:00,18,6,30,10,17.7,14.4,81.0,0.0,0.0,360.0,9.4,15.0,1020.1,,16,250,14,0,1,0,12,6,0,6,37,3,2,2,0,7,256,2,8,64,4,2,20,0,8,50,7,2,11,0,6,8,0,2,70,2,1,63,0,2,19,0,10,128,6,8,362,8,18,536,4,4,61,0,44,557,33,2,2,0,11,73,3
2022-10-30 19:00:00,19,6,30,10,16.9,14.5,86.0,0.0,0.0,20.0,7.6,18.5,1020.4,,14,230,11,0,0,0,2,2,0,12,44,1,0,2,0,6,281,4,8,65,2,2,14,0,9,64,6,2,6,0,2,12,0,1,60,2,4,52,0,4,18,1,6,100,6,7,311,2,22,524,4,4,64,0,40,535,26,1,2,0,15,68,0
2022-10-30 20:00:00,20,6,30,10,17.0,14.8,87.0,0.0,0.0,10.0,9.4,18.5,1020.0,,16,194,7,0,0,0,3,1,0,4,32,4,2,1,0,6,182,0,6,48,4,2,10,0,10,50,6,0,3,0,2,9,0,0,32,1,2,37,0,3,8,1,8,70,4,5,264,1,20,536,4,2,57,0,28,462,24,0,0,0,10,83,1
2022-10-30 21:00:00,21,6,30,10,16.8,14.8,88.0,0.0,0.0,360.0,5.4,17.0,1019.8,,10,124,6,0,0,0,1,0,0,8,34,0,0,0,0,6,164,0,8,44,3,2,8,0,8,36,6,0,2,0,1,12,0,4,32,0,2,23,0,0,4,0,4,44,4,3,186,0,11,286,3,2,42,0,14,286,14,0,0,0,6,44,0
2022-10-30 22:00:00,22,6,30,10,16.4,14.6,89.0,0.0,0.0,20.0,5.4,13.0,1019.5,,4,84,4,0,0,0,1,1,0,3,20,0,0,0,0,4,83,1,3,24,4,0,12,0,10,23,5,0,0,0,2,4,0,2,25,1,2,15,0,0,4,0,2,26,5,3,128,0,11,152,4,0,24,0,16,164,13,0,0,0,5,31,0
2022-10-30 23:00:00,23,6,30,10,16.5,14.7,89.0,0.0,0.0,60.0,9.4,13.0,1018.7,,2,38,2,0,1,0,2,0,0,4,11,1,0,0,0,0,69,0,2,18,0,2,6,0,1,19,4,2,0,0,0,6,0,0,11,0,0,10,0,0,3,0,0,18,4,3,53,0,4,99,2,0,24,0,10,106,8,0,1,0,6,22,0
2022-10-31 00:00:00,0,0,31,10,16.5,14.9,90.0,0.0,0.0,70.0,5.4,11.0,1018.3,,2,20,2,0,0,0,1,0,0,2,8,0,0,0,0,0,42,0,0,6,0,0,4,0,2,8,4,0,0,0,0,2,0,1,5,0,0,5,0,0,2,0,2,10,3,2,36,1,2,38,2,1,10,0,2,42,2,0,0,0,0,16,0
2022-10-31 01:00:00,1,0,31,10,16.4,14.9,91.0,0.0,0.0,250.0,16.6,13.0,1018.2,,1,10,0,0,0,0,1,0,0,0,6,0,0,0,0,1,23,0,0,4,0,0,2,0,0,4,0,0,0,0,0,2,0,0,4,0,0,2,0,0,0,0,1,6,0,2,9,1,2,24,0,0,4,0,2,24,2,0,0,0,1,4,0
2022-10-31 02:00:00,2,0,31,10,16.0,15.4,96.0,9.0,0.0,30.0,5.4,13.0,1017.2,,0,9,1,0,0,0,1,0,0,0,2,0,0,0,0,0,12,1,0,2,0,0,2,0,1,3,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,5,0,0,8,0,0,14,2,0,1,0,0,14,1,0,0,0,1,4,0
2022-10-31 03:00:00,3,0,31,10,15.5,15.0,97.0,0.0,0.0,80.0,5.4,18.0,1016.4,,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,2,0,0,9,1,0,10,0,1,2,0,1,8,0,0,0,0,1,6,0
2022-10-31 04:00:00,4,0,31,10,15.1,14.6,97.0,0.0,0.0,100.0,5.4,7.4,1016.0,,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,2,19,4,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,6,0,0,2,0,0,1,0,0,7,0,2,18,1,2,18,2,0,2,0,3,17,2,0,4,0,1,1,1
2022-10-31 05:00:00,5,0,31,10,14.9,14.4,97.0,0.0,0.0,130.0,11.2,9.3,1015.3,,2,22,11,0,0,0,2,3,0,0,2,0,0,2,0,1,44,4,0,8,0,0,1,0,2,3,2,0,0,0,1,2,0,1,9,0,0,2,0,0,1,0,1,16,3,2,58,4,2,53,5,0,3,0,7,46,8,1,10,0,0,6,0
2022-10-31 06:00:00,6,0,31,10,14.6,14.0,96.0,0.0,0.0,140.0,14.8,21.0,1014.9,,6,126,32,0,0,2,1,3,1,2,15,2,0,1,2,4,113,12,4,24,8,2,2,2,2,19,8,0,4,0,0,0,0,1,16,2,0,18,0,0,2,2,4,53,5,2,209,5,12,244,28,2,13,0,11,210,42,2,12,2,4,26,3
2022-10-31 07:00:00,7,0,31,10,14.5,13.9,96.0,0.0,0.0,130.0,13.0,16.7,1014.6,,28,321,54,1,5,5,80,37,3,21,140,6,12,30,7,6,342,14,21,114,21,8,97,2,25,98,6,4,41,0,6,6,0,0,64,4,2,126,0,4,28,2,12,355,10,18,349,4,78,586,22,7,87,1,48,438,74,30,147,4,16,186,2
2022-10-31 08:00:00,8,0,31,10,15.2,14.2,94.0,0.0,0.0,140.0,16.6,20.4,1014.8,,38,346,52,26,50,13,149,78,5,31,148,14,17,72,5,18,360,6,49,193,12,3,126,1,17,126,12,8,43,2,8,5,2,1,115,3,4,159,0,20,104,8,18,444,10,12,345,3,54,687,35,9,93,4,66,646,100,44,168,12,38,294,4
2022-10-31 09:00:00,9,0,31,10,16.5,14.7,89.0,0.0,0.0,140.0,18.4,33.0,1014.2,,22,334,50,12,46,10,137,74,6,26,116,11,12,40,9,8,321,12,26,85,12,13,152,1,13,112,10,14,61,5,3,5,2,4,77,7,0,192,2,10,86,10,12,286,11,9,423,11,30,632,26,4,82,2,27,604,108,30,192,10,15,208,5
2022-10-31 10:00:00,10,0,31,10,17.8,15.2,85.0,0.0,0.0,150.0,16.6,22.2,1013.8,,10,217,34,4,15,2,56,23,4,8,48,8,3,18,7,14,297,5,9,66,18,2,34,2,9,60,8,2,22,4,4,4,2,2,81,3,0,63,0,4,21,4,8,168,10,3,334,3,22,490,24,2,60,3,18,420,87,12,81,16,8,100,3
2022-10-31 11:00:00,11,0,31,10,18.8,15.5,81.0,0.0,0.0,160.0,11.2,24.1,1013.5,,9,178,36,3,18,18,26,14,2,2,40,10,2,8,12,17,314,11,8,74,13,10,77,2,11,55,10,8,40,3,0,7,0,2,88,4,0,50,0,3,19,2,5,153,10,8,206,0,10,168,14,4,76,1,25,348,76,3,32,9,7,92,2
2022-10-31 12:00:00,12,0,31,10,19.3,15.6,79.0,0.0,0.0,140.0,14.8,22.0,1012.3,,12,236,40,3,22,6,39,20,1,9,70,10,2,18,10,14,426,4,15,82,9,5,64,1,8,73,12,4,40,2,2,8,1,4,118,4,5,92,0,8,30,5,11,275,9,8,308,2,11,213,12,11,172,2,30,456,74,5,51,7,8,120,2
2022-10-31 13:00:00,13,0,31,10,20.0,15.2,74.0,0.3,0.0,130.0,18.4,31.5,1011.2,,22,302,28,4,23,6,63,47,1,15,106,6,10,60,5,10,380,7,19,100,10,6,91,0,16,112,11,7,39,2,7,10,0,6,136,2,1,61,0,8,30,2,8,238,14,10,376,2,12,262,15,6,94,1,24,474,76,25,148,8,14,148,2
2022-10-31 14:00:00,14,0,31,10,19.3,15.6,79.0,0.4,0.0,140.0,14.8,33.3,1011.3,,8,172,30,2,14,4,24,16,2,5,58,7,2,14,8,12,397,5,13,74,10,2,68,0,8,56,11,6,30,2,2,4,0,4,76,2,2,48,0,4,20,2,3,145,8,2,308,4,10,168,14,2,69,2,24,374,71,7,54,10,11,80,2
2022-10-31 15:00:00,15,0,31,10,19.1,15.0,77.0,0.2,0.0,160.0,16.6,30.0,1011.4,,11,195,35,2,8,5,24,14,2,6,77,8,2,14,8,14,408,6,10,64,15,2,26,0,9,64,12,2,14,2,2,6,4,4,140,3,0,73,0,10,20,6,6,178,10,6,271,2,13,242,13,2,109,1,27,392,60,4,52,6,10,91,2
2022-10-31 16:00:00,16,0,31,10,19.4,14.2,72.0,0.0,0.0,170.0,11.2,24.1,1011.8,,12,193,22,2,6,2,33,10,0,21,120,14,4,13,2,19,445,7,8,84,14,8,64,0,12,70,11,7,34,0,4,9,3,5,246,3,1,89,0,9,34,2,10,236,8,12,273,2,22,440,26,10,224,3,50,525,70,6,34,5,11,131,2
2022-10-31 17:00:00,17,0,31,10,19.7,13.9,69.0,0.0,0.0,190.0,14.8,25.9,1012.4,,16,278,24,2,2,0,48,6,0,20,110,5,3,14,2,18,409,2,20,120,10,3,38,0,14,88,12,3,18,0,4,10,0,7,295,3,5,108,0,25,46,6,21,410,10,8,278,1,33,465,25,17,291,1,68,576,62,4,22,1,16,144,1
2022-10-31 18:00:00,18,0,31,10,19.6,14.4,72.0,0.0,0.0,270.0,20.5,30.0,1014.1,,30,264,23,2,2,2,46,4,0,15,106,5,2,10,3,19,437,2,22,119,4,1,48,0,13,98,10,3,34,2,4,12,0,7,249,2,5,119,0,28,54,2,25,338,12,12,285,2,24,523,20,21,263,0,62,634,48,6,20,0,16,127,0
2022-10-31 19:00:00,19,0,31,10,18.1,15.9,87.0,0.2,0.0,250.0,14.8,27.8,1015.1,,18,188,16,0,2,0,18,2,0,11,70,3,1,6,0,13,398,1,16,86,5,2,26,0,14,67,11,1,14,2,6,8,0,13,155,2,2,57,0,8,24,2,7,174,8,10,242,1,23,441,12,7,121,1,44,542,45,2,8,0,15,90,0
2022-10-31 20:00:00,20,0,31,10,17.2,13.3,78.0,0.0,0.0,270.0,25.9,27.8,1016.6,,16,140,5,0,2,0,7,2,0,8,38,0,0,0,0,10,244,1,6,58,4,4,17,0,9,56,8,0,3,2,3,9,1,4,107,2,6,26,0,6,15,2,6,96,4,6,202,5,16,290,8,3,73,0,33,332,24,2,4,1,15,70,1
2022-10-31 21:00:00,21,0,31,10,15.9,13.7,87.0,0.4,0.0,220.0,13.0,37.0,1017.2,,6,64,7,0,1,0,2,1,0,6,30,0,0,2,0,7,182,1,8,42,2,2,12,0,5,33,5,0,0,0,2,4,0,4,72,2,2,38,0,2,8,0,4,46,3,4,112,2,9,180,7,3,53,0,22,186,21,2,3,0,8,36,0
2022-10-31 22:00:00,22,0,31,10,15.9,14.6,92.0,0.4,0.0,250.0,14.8,42.6,1018.5,,2,50,2,0,0,0,2,0,0,3,20,0,0,1,0,3,114,1,4,28,1,0,8,0,3,15,3,0,0,0,2,2,1,1,43,1,0,23,0,0,3,0,2,30,2,4,72,0,12,128,7,2,32,0,22,134,13,0,1,0,3,39,0
2022-10-31 23:00:00,23,0,31,10,15.7,13.9,89.0,0.2,0.0,230.0,11.2,40.8,1019.7,,2,38,4,0,0,0,2,0,0,2,12,0,0,1,0,1,88,0,2,16,0,0,9,0,1,16,2,0,0,1,0,0,0,1,22,0,0,17,0,0,2,1,1,16,2,2,52,0,7,89,2,0,17,0,9,78,5,0,0,0,1,22,0
2022-11-01 00:00:00,0,1,1,11,14.8,13.2,90.0,0.0,0.0,240.0,9.4,17.0,1020.3,,2,16,2,0,0,0,1,0,0,0,6,0,0,0,0,1,36,0,0,6,0,0,4,0,1,9,2,0,0,0,0,2,0,0,14,0,0,2,0,0,0,0,0,10,1,1,27,1,2,37,2,0,8,0,2,36,5,0,0,0,2,14,0
2022-11-01 01:00:00,1,1,1,11,13.4,12.0,91.0,0.0,0.0,190.0,7.6,37.0,1020.5,,0,6,2,0,0,0,0,0,0,0,4,0,0,0,0,0,27,1,0,2,0,0,2,0,0,6,1,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,4,0,2,10,1,2,20,1,0,3,0,2,16,2,0,0,0,1,7,0
2022-11-01 02:00:00,2,1,1,11,12.7,11.1,90.0,0.0,0.0,240.0,7.6,31.5,1021.2,,2,6,0,0,0,0,1,0,0,0,4,0,0,0,0,1,17,1,0,1,0,0,2,0,1,3,0,0,0,0,0,1,0,0,4,0,0,2,0,0,1,0,0,4,0,1,6,0,0,12,1,0,1,0,0,6,0,0,0,0,0,3,0
2022-11-01 03:00:00,3,1,1,11,11.3,10.0,92.0,0.0,0.0,190.0,5.4,11.0,1021.3,,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,1,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,4,0,1,6,0,1,15,1,0,2,0,1,10,1,0,0,0,0,2,0
2022-11-01 04:00:00,4,1,1,11,10.8,10.2,96.0,0.0,0.0,180.0,5.4,24.1,1021.6,,0,10,2,0,0,0,0,0,0,0,1,0,0,0,0,1,22,4,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,8,0,0,18,1,4,27,1,0,2,0,4,22,5,0,4,0,0,2,0
2022-11-01 05:00:00,5,1,1,11,10.8,10.2,96.0,0.0,0.0,180.0,9.4,20.4,1022.1,,2,22,10,0,0,0,2,4,0,1,2,0,1,2,0,2,37,9,0,6,0,0,2,0,2,5,2,0,1,0,0,0,0,2,6,0,0,2,0,1,2,1,1,14,2,2,58,4,5,60,7,0,6,0,8,54,10,2,10,0,0,7,0
2022-11-01 06:00:00,6,1,1,11,10.6,9.8,95.0,0.0,0.0,190.0,9.4,15.0,1022.5,,6,143,42,0,1,1,2,4,0,0,8,2,0,2,2,6,109,12,3,28,6,2,4,0,4,15,6,0,4,0,0,2,0,1,18,1,0,16,0,4,3,2,5,78,6,6,236,2,10,266,24,0,7,0,14,213,46,0,12,3,3,22,1
2022-11-01 07:00:00,7,1,1,11,10.7,10.1,96.0,0.0,0.0,200.0,5.4,20.4,1022.9,,32,334,53,3,12,4,82,42,4,28,115,9,10,45,4,10,352,9,22,122,15,14,138,1,19,112,7,11,59,6,6,6,1,6,108,4,5,165,0,26,56,4,20,406,10,19,356,6,74,625,30,5,84,0,50,472,92,37,167,8,25,199,3
2022-11-01 08:00:00,8,1,1,11,11.7,10.8,94.0,0.0,0.0,190.0,11.2,22.2,1023.4,,56,376,48,21,52,12,162,87,5,32,166,10,20,76,6,23,409,8,58,192,16,6,126,0,21,176,14,7,48,3,14,6,0,4,163,2,1,255,2,61,119,10,18,503,10,18,361,8,56,696,31,7,119,2,72,634,98,54,176,15,42,286,5
2022-11-01 09:00:00,9,1,1,11,14.6,12.3,86.0,0.0,0.0,190.0,7.6,15.0,1023.8,,26,319,46,18,32,10,144,72,4,24,114,19,21,36,6,14,335,6,33,87,14,12,145,1,15,83,11,13,80,2,4,6,1,2,94,5,1,106,0,34,52,6,10,308,10,7,400,4,31,607,33,4,88,2,38,526,93,34,189,10,13,173,2
2022-11-01 10:00:00,10,1,1,11,17.7,12.6,72.0,0.0,0.0,190.0,13.0,35.2,1023.9,,10,222,34,2,12,6,54,24,4,8,62,10,4,21,8,9,285,8,11,63,15,4,44,2,5,81,12,5,20,5,4,7,2,3,61,3,0,52,1,13,20,5,8,174,10,5,314,6,18,447,27,2,64,1,15,423,77,9,83,15,6,81,2
2022-11-01 11:00:00,11,1,1,11,18.2,11.5,65.0,0.0,0.0,200.0,18.4,38.9,1024.1,,6,158,36,6,14,21,34,18,2,10,57,10,2,12,11,11,370,5,16,79,14,5,54,1,6,66,8,4,29,3,2,7,0,5,96,4,1,69,0,10,26,3,5,129,8,12,268,3,47,401,27,5,92,1,24,413,74,5,32,10,8,104,2
2022-11-01 12:00:00,12,1,1,11,18.2,12.4,69.0,0.0,0.0,230.0,14.8,26.0,1023.7,,15,232,28,5,30,6,43,21,2,14,76,7,4,21,8,9,386,7,14,82,9,4,58,0,14,70,12,4,36,2,4,3,0,9,121,2,8,100,1,17,28,6,13,274,10,9,302,3,20,448,22,10,180,0,27,462,62,2,50,8,8,130,2
2022-11-01 13:00:00,13,1,1,11,19.0,12.0,64.0,0.0,0.0,230.0,14.8,38.9,1023.2,,22,244,34,10,19,6,75,49,3,14,111,6,8,54,12,12,385,2,20,105,10,12,71,1,14,113,12,6,36,2,9,8,0,8,121,3,4,62,0,18,26,2,10,211,10,10,338,2,18,540,24,4,94,2,37,480,75,18,159,8,14,160,2
2022-11-01 14:00:00,14,1,1,11,18.4,11.7,65.0,0.0,0.0,230.0,16.6,37.0,1023.2,,8,169,29,4,16,5,24,15,3,10,70,14,4,20,5,9,380,4,12,74,12,8,84,1,12,52,11,8,56,2,2,4,0,4,88,2,1,54,0,6,20,4,5,148,9,5,302,2,16,410,28,1,80,2,28,414,82,6,62,9,7,114,2
2022-11-01 15:00:00,15,1,1,11,17.5,13.0,75.0,0.0,0.0,270.0,9.4,28.0,1023.3,,12,168,24,2,6,5,27,16,1,6,73,10,2,12,10,8,408,5,10,76,14,3,34,0,6,70,9,4,13,2,2,7,3,4,120,4,1,61,1,10,20,4,7,195,11,8,244,2,19,372,20,4,136,0,25,384,63,6,43,4,6,108,2
2022-11-01 16:00:00,16,1,1,11,17.4,12.3,72.0,0.0,0.0,250.0,9.4,27.8,1023.5,,15,196,29,0,8,2,38,11,0,14,118,14,4,6,5,16,494,8,10,102,14,5,65,0,12,83,9,4,33,0,4,9,2,8,222,2,5,86,0,16,34,2,7,263,9,13,220,4,24,425,19,10,228,4,54,511,64,3,31,2,11,158,1
