Datetime,Hour,DayOfWeek,DayOfMonth,Month,temperature(degC),point_de_rosee(degC),humidite(%),precipitations(mm),neige(mm),vent_direction(deg),vent_moyen(km/h),rafale_vent_max(km/h),pression(hPa),ensoleillement(h),2R-P01,VL-P01,PL-P01,2R-P10,VL-P10,PL-P10,2R-P12,VL-P12,PL-P12,2R-P13,VL-P13,PL-P13,2R-P14,VL-P14,PL-P14,2R-P17,VL-P17,PL-P17,2R-P18,VL-P18,PL-P18,2R-P19,VL-P19,PL-P19,2R-P02,VL-P02,PL-P02,2R-P20,VL-P20,PL-P20,2R-P21,VL-P21,PL-P21,2R-P23,VL-P23,PL-P23,2R-P24,VL-P24,PL-P24,2R-P25,VL-P25,PL-P25,2R-P26,VL-P26,PL-P26,2R-P03,VL-P03,PL-P03,2R-P04,VL-P04,PL-P04,2R-P05,VL-P05,PL-P05,2R-P06,VL-P06,PL-P06,2R-P08,VL-P08,PL-P08,2R-P09,VL-P09,PL-P09
2022-10-03 00:00:00,0,0,3,10,13.5,12.6,94.0,0.0,0.0,0.0,0.0,4.0,1026.1,,2,20,4,0,0,0,0,1,0,1,7,0,0,0,0,0,44,4,1,2,0,0,3,0,2,5,2,0,0,0,0,9,0,2,4,2,0,9,0,0,4,2,0,10,0,2,44,0,0,32,2,0,8,0,2,23,4,0,0,0,1,6,0
2022-10-03 01:00:00,1,0,3,10,13.5,12.7,95.0,0.0,0.0,0.0,0.0,20.4,1026.0,,0,8,2,0,0,0,0,0,0,0,4,0,0,0,0,0,10,1,1,1,0,1,2,0,0,4,0,0,0,0,0,4,0,0,4,0,1,2,0,0,0,0,0,10,0,2,25,0,0,18,0,0,6,0,0,16,2,0,0,0,0,3,0
2022-10-03 02:00:00,2,0,3,10,13.2,12.6,96.0,0.0,0.0,0.0,0.0,18.5,1025.8,,0,8,0,0,0,0,1,0,0,0,2,0,0,0,0,0,8,0,0,1,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0,4,0,0,0,0,0,3,0,0,18,0,0,12,0,0,2,0,0,8,0,0,0,1,0,4,0
2022-10-03 03:00:00,3,0,3,10,12.6,12.0,96.0,0.0,0.0,0.0,0.0,8.0,1025.5,,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,1,0,0,0,0,1,0,0,1,0,0,0,0,2,2,0,0,4,0,0,2,0,0,0,0,0,4,0,0,7,0,0,7,2,0,1,0,0,6,0,0,0,0,0,2,0
2022-10-03 04:00:00,4,0,3,10,11.5,10.6,94.0,0.2,0.0,0.0,0.0,11.1,1025.4,,0,10,0,0,0,0,0,0,1,0,2,0,0,0,0,0,31,2,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,2,1,0,1,0,0,0,0,0,4,0,2,24,2,0,10,3,0,4,0,0,10,2,0,0,0,0,0,0
2022-10-03 05:00:00,5,0,3,10,11.2,10.6,96.0,0.0,0.0,0.0,0.0,13.0,1025.1,,0,16,4,0,0,0,0,2,1,0,5,0,0,0,0,0,63,5,0,0,0,0,4,0,0,4,2,0,0,0,1,2,3,0,6,2,0,2,0,0,0,1,0,6,0,2,46,2,0,29,5,0,10,0,2,24,11,0,0,0,2,4,0
2022-10-03 06:00:00,6,0,3,10,12.6,12.4,99.0,0.0,0.0,30.0,5.4,11.0,1024.9,,2,44,6,0,0,1,0,0,0,2,30,2,0,0,0,1,303,9,4,0,0,0,7,0,0,8,8,0,0,0,2,18,8,0,16,10,0,8,0,0,8,2,2,22,0,1,124,9,0,108,20,1,48,2,2,78,31,1,1,0,0,15,2
2022-10-03 07:00:00,7,0,3,10,13.2,13.0,99.0,0.0,0.0,0.0,0.0,14.8,1025.1,,6,174,18,2,4,3,5,4,1,8,83,8,1,4,4,12,524,10,10,4,1,1,30,1,2,28,14,0,6,1,4,80,14,3,29,26,2,80,0,2,58,2,9,158,2,2,254,7,6,413,18,5,213,2,19,371,54,3,4,3,2,84,0
2022-10-03 08:00:00,8,0,3,10,16.4,14.1,86.0,0.0,0.0,90.0,9.4,16.7,1025.1,,13,185,24,2,6,7,11,6,2,18,124,12,0,3,7,13,569,8,14,7,2,1,32,0,3,62,16,0,11,0,8,130,28,4,70,50,0,144,0,8,76,10,17,179,0,24,299,4,8,536,22,12,370,4,59,572,58,8,16,3,6,155,3
2022-10-03 09:00:00,9,0,3,10,18.9,14.0,73.0,0.0,0.0,90.0,9.4,18.0,1025.0,,14,130,28,0,12,8,14,13,3,12,72,8,4,10,10,8,564,11,6,9,3,4,68,1,2,24,12,2,28,2,4,100,16,2,86,41,1,90,0,2,36,14,6,104,2,6,232,8,3,372,21,4,217,0,26,381,64,4,18,8,2,96,2
2022-10-03 10:00:00,10,0,3,10,20.6,13.1,62.0,0.0,0.0,90.0,11.2,22.2,1024.7,,4,116,32,1,4,2,22,18,4,3,50,3,0,8,6,6,382,12,4,7,4,0,33,0,0,4,2,2,12,3,3,52,18,1,54,24,1,49,1,2,29,12,5,75,2,7,280,2,8,320,17,3,87,2,18,320,70,3,34,10,2,71,3
2022-10-03 11:00:00,11,0,3,10,21.6,13.0,58.0,0.0,0.0,80.0,9.4,22.2,1024.2,,7,125,36,2,14,14,26,27,6,4,44,6,0,18,12,6,381,8,4,14,7,2,100,2,5,52,12,6,31,3,3,66,11,1,51,20,0,69,0,3,34,12,1,95,0,8,193,4,4,376,16,3,62,2,23,344,76,4,46,14,2,94,2
2022-10-03 12:00:00,12,0,3,10,21.7,12.3,55.0,0.0,0.0,60.0,9.4,21.0,1023.8,,17,199,24,6,28,7,61,66,2,13,94,8,12,41,12,10,428,5,10,27,3,2,64,0,10,61,12,4,14,4,13,106,16,1,62,30,4,80,0,8,58,10,4,170,4,12,384,3,8,512,18,2,100,1,31,410,70,19,142,10,4,138,1
2022-10-03 13:00:00,13,0,3,10,23.2,12.2,50.0,0.0,0.0,70.0,11.2,24.1,1023.0,,15,180,26,4,22,4,20,18,0,6,66,7,3,14,8,7,506,4,10,33,2,8,92,0,4,44,10,8,20,2,4,94,6,2,70,41,1,143,0,8,68,14,10,184,1,10,354,4,8,392,15,2,166,2,30,410,60,9,52,2,7,102,1
2022-10-03 14:00:00,14,0,3,10,23.6,12.9,51.0,0.0,0.0,60.0,13.0,24.1,1022.7,,6,150,26,2,8,4,17,15,2,4,40,8,4,12,8,0,196,4,7,16,2,4,68,1,10,40,14,4,21,0,4,64,8,5,58,6,0,82,0,6,72,15,4,100,2,12,382,4,4,366,18,0,84,1,18,382,76,4,20,7,4,83,0
2022-10-03 15:00:00,15,0,3,10,24.0,13.3,51.0,0.0,0.0,20.0,14.8,28.0,1022.0,,18,252,38,4,18,11,31,28,4,8,52,7,0,16,4,4,341,2,10,12,2,1,65,0,9,59,13,2,8,2,6,89,14,2,82,4,2,79,0,12,105,22,5,146,2,11,368,5,8,501,22,1,38,0,29,486,92,10,59,8,2,60,0
2022-10-03 16:00:00,16,0,3,10,23.5,12.8,51.0,0.0,0.0,30.0,13.0,20.4,1021.6,,24,444,84,6,28,6,54,57,1,10,76,3,8,51,6,5,441,8,18,24,2,4,140,0,8,79,13,9,28,2,11,125,7,2,108,4,7,157,0,24,180,28,8,166,0,13,386,4,24,620,24,4,93,1,39,594,80,22,98,6,11,190,2
2022-10-03 17:00:00,17,0,3,10,22.9,13.4,55.0,0.0,0.0,30.0,9.4,18.5,1021.4,,50,574,46,18,56,3,90,88,0,19,135,5,12,48,6,5,465,5,34,48,0,6,128,0,8,91,13,10,10,1,16,177,10,4,132,6,6,226,0,44,276,26,9,242,0,24,416,2,43,464,12,1,107,0,64,658,75,36,146,4,29,238,0
2022-10-03 18:00:00,18,0,3,10,20.2,13.2,64.0,0.0,0.0,340.0,3.6,15.0,1021.7,,32,437,30,10,30,2,91,72,0,27,138,6,16,38,3,5,410,4,38,23,0,18,151,0,4,66,11,16,22,1,10,118,4,5,128,4,5,210,0,51,220,21,14,222,0,18,437,2,50,423,12,3,121,0,54,608,55,32,133,2,29,258,0
2022-10-03 19:00:00,19,0,3,10,17.9,13.2,74.0,0.0,0.0,330.0,1.8,14.8,1021.9,,22,328,20,6,10,0,46,29,0,17,77,2,8,14,0,5,435,9,19,20,2,8,78,0,8,47,13,6,14,4,12,105,0,6,92,4,6,120,0,24,105,12,12,124,0,16,380,2,1,463,11,0,50,0,40,464,35,10,51,0,5,118,0
2022-10-03 20:00:00,20,0,3,10,16.4,13.1,81.0,0.0,0.0,300.0,3.6,13.0,1022.1,,8,160,6,2,4,0,23,12,0,9,54,2,3,6,1,4,317,5,10,8,1,2,68,0,5,26,6,3,4,3,6,48,2,3,63,2,5,58,0,2,43,5,11,87,0,14,314,1,1,364,8,0,67,0,30,298,24,7,25,0,7,77,1
2022-10-03 21:00:00,21,0,3,10,16.2,13.5,84.0,0.0,0.0,10.0,7.6,17.0,1022.2,,4,85,6,0,2,0,9,4,0,12,38,0,0,4,0,0,179,5,5,4,0,2,16,0,7,24,5,0,0,0,4,24,1,2,36,2,2,44,0,2,28,4,3,42,0,8,212,2,0,165,3,0,46,0,14,177,12,3,10,0,4,37,0
2022-10-03 22:00:00,22,0,3,10,15.9,13.2,84.0,0.0,0.0,360.0,5.4,9.3,1022.0,,3,59,4,0,1,0,4,5,0,3,22,0,0,0,0,0,158,1,4,2,0,0,10,0,7,15,3,0,0,0,1,18,1,2,20,1,2,39,0,0,13,2,2,36,0,4,128,0,0,116,1,0,24,0,10,106,10,0,0,0,3,24,0
2022-10-03 23:00:00,23,0,3,10,15.0,13.0,88.0,0.0,0.0,20.0,5.4,7.4,1021.8,,0,36,2,0,0,0,1,0,0,2,16,1,0,0,0,0,108,0,2,2,0,0,6,0,2,8,4,0,0,0,0,12,2,2,14,0,0,10,0,0,9,3,2,22,0,6,92,0,0,57,1,0,29,0,6,54,3,0,0,0,0,12,0
2022-10-04 00:00:00,0,1,4,10,14.3,12.5,89.0,0.0,0.0,0.0,0.0,5.0,1021.7,,0,16,0,0,0,0,0,1,0,0,4,0,0,0,0,0,49,2,0,2,0,0,4,0,2,3,1,0,0,0,0,4,0,1,8,0,0,6,0,0,4,2,0,12,0,1,45,0,0,39,1,0,13,1,2,20,6,0,0,0,2,8,0
2022-10-04 01:00:00,1,1,4,10,13.1,11.7,91.0,0.0,0.0,0.0,0.0,5.5,1021.4,,2,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,2,0,2,0,0,4,0,0,2,0,0,0,0,1,3,0,1,3,0,0,6,0,0,1,0,0,6,0,2,26,0,0,25,1,0,3,0,0,6,0,0,0,0,0,4,0
2022-10-04 02:00:00,2,1,4,10,12.2,11.3,94.0,0.0,0.0,0.0,0.0,5.5,1021.3,,0,8,0,0,0,0,2,0,0,0,2,0,0,0,0,0,8,3,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,6,0,1,14,0,0,14,1,0,4,1,0,2,0,0,0,0,0,3,0
2022-10-04 03:00:00,3,1,4,10,11.5,10.7,95.0,0.0,0.0,0.0,0.0,0.0,1020.9,,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,3,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,4,0,0,10,0,0,9,0,0,4,0,0,2,0,0,0,0,0,2,0
2022-10-04 04:00:00,4,1,4,10,11.2,10.6,96.0,0.0,0.0,280.0,1.8,5.5,1020.8,,0,9,0,0,0,0,0,0,1,1,2,0,0,0,0,1,36,1,0,0,0,0,2,0,0,1,0,0,0,0,2,2,0,0,4,0,0,1,0,0,0,0,0,4,0,0,26,2,0,10,1,0,8,0,0,12,3,0,0,0,1,1,0
2022-10-04 05:00:00,5,1,4,10,10.5,9.7,95.0,0.2,0.0,0.0,0.0,7.4,1021.0,,0,13,3,0,0,0,0,2,0,0,5,0,0,0,0,0,75,5,1,0,0,0,2,0,1,3,2,0,1,0,2,4,0,2,6,1,0,2,0,0,1,2,0,6,0,2,42,5,0,31,6,0,15,0,2,22,10,0,0,0,0,4,0
2022-10-04 06:00:00,6,1,4,10,10.3,9.7,96.0,0.0,0.0,0.0,0.0,11.0,1021.2,,0,46,10,0,0,0,0,0,0,2,30,4,1,1,0,0,316,6,4,0,0,0,4,0,0,7,6,0,0,0,3,24,11,0,19,4,0,7,0,0,7,6,2,24,0,4,121,7,1,103,11,1,49,2,4,102,30,0,2,2,1,20,1
2022-10-04 07:00:00,7,1,4,10,12.0,11.7,98.0,0.0,0.0,0.0,0.0,11.1,1021.5,,4,180,20,0,2,2,4,6,1,11,91,10,1,4,2,4,581,13,14,6,0,1,34,0,6,34,13,1,6,2,6,102,13,7,67,4,5,68,1,12,62,6,9,158,2,8,288,6,5,416,12,5,225,5,27,408,58,2,6,6,6,109,1
2022-10-04 08:00:00,8,1,4,10,15.5,13.7,89.0,0.0,0.0,0.0,0.0,11.1,1022.1,,25,186,28,2,4,5,12,6,2,18,138,16,2,8,5,7,633,12,20,8,4,1,28,0,6,60,15,1,16,0,8,140,18,10,108,6,2,144,0,32,136,22,17,212,2,27,296,8,10,590,19,9,318,1,75,610,58,7,10,8,5,150,1
2022-10-04 09:00:00,9,1,4,10,19.6,14.4,72.0,0.0,0.0,0.0,0.0,8.0,1022.0,,12,129,28,2,5,8,16,12,2,8,62,7,0,8,9,4,588,13,6,8,4,2,60,0,8,33,12,4,21,1,6,108,18,8,103,6,1,71,2,12,74,31,6,109,4,8,264,6,4,376,17,4,204,4,28,381,64,6,32,8,8,111,1
2022-10-04 10:00:00,10,1,4,10,22.1,13.7,59.0,0.0,0.0,70.0,3.6,13.0,1022.2,,10,116,27,0,4,3,26,20,5,6,52,6,2,16,5,1,409,13,2,8,4,1,34,0,4,31,13,2,10,1,6,66,16,0,38,3,0,2,0,10,58,22,4,92,0,9,286,4,2,329,14,0,89,4,24,344,80,5,45,12,2,61,1
2022-10-04 11:00:00,11,1,4,10,22.9,13.7,56.0,0.0,0.0,100.0,5.4,14.8,1022.0,,10,154,32,3,13,16,26,29,5,4,52,12,2,29,9,5,359,12,6,20,6,7,93,0,9,47,12,5,32,5,4,70,16,2,56,4,2,89,2,6,88,22,3,49,4,10,356,4,0,444,12,1,58,1,26,394,80,12,72,9,2,102,2
2022-10-04 12:00:00,12,1,4,10,24.6,13.8,51.0,0.0,0.0,180.0,5.4,15.0,1021.5,,24,218,25,8,28,12,51,70,2,16,112,6,5,41,10,3,438,6,17,32,0,4,22,0,11,71,10,8,20,2,11,108,13,3,82,6,6,107,0,24,110,24,15,156,1,14,358,2,4,527,13,2,101,6,31,452,73,26,138,12,13,169,1
2022-10-04 13:00:00,13,1,4,10,25.4,13.3,47.0,0.0,0.0,230.0,3.6,20.4,1021.2,,12,167,21,3,18,2,23,13,1,6,60,8,4,10,10,5,522,11,11,30,2,7,100,1,11,33,12,6,18,2,6,68,10,10,77,3,7,116,0,18,107,24,21,173,0,16,343,4,8,383,19,3,157,3,26,423,60,12,58,2,8,97,1
2022-10-04 14:00:00,14,1,4,10,26.1,12.9,44.0,0.0,0.0,310.0,11.2,20.4,1020.7,,12,180,24,2,12,6,17,13,3,4,56,4,3,15,5,4,379,9,6,20,3,2,59,1,3,31,9,4,34,3,4,82,8,3,60,4,4,60,0,8,73,18,5,99,1,16,339,5,1,388,15,0,88,0,31,419,80,3,30,8,7,98,2
2022-10-04 15:00:00,15,1,4,10,26.1,13.9,47.0,0.0,0.0,320.0,16.6,22.0,1020.6,,14,254,34,2,17,9,36,35,4,9,52,8,4,13,8,4,438,5,8,14,2,10,54,1,12,56,13,4,14,1,6,92,6,4,66,3,2,76,0,20,112,24,5,115,3,12,398,4,5,462,13,2,82,0,30,515,100,8,58,10,6,116,3
2022-10-04 16:00:00,16,1,4,10,25.5,14.0,49.0,0.0,0.0,310.0,7.6,20.4,1020.8,,24,482,68,4,31,8,52,54,0,16,84,6,8,46,6,3,456,7,24,24,2,18,147,0,10,60,10,18,30,2,10,110,12,7,97,5,6,144,0,28,216,33,14,197,0,20,421,2,35,556,16,2,74,0,46,634,91,25,110,6,21,238,4
2022-10-04 17:00:00,17,1,4,10,24.1,14.5,55.0,0.0,0.0,290.0,11.2,16.7,1021.2,,50,610,58,22,40,2,103,101,1,22,138,6,22,44,3,8,388,4,30,42,0,13,136,0,18,126,15,6,14,0,24,188,6,12,152,6,11,353,4,59,289,30,15,252,1,30,456,3,44,418,6,2,93,0,60,641,80,39,131,3,34,284,3
2022-10-04 18:00:00,18,1,4,10,21.7,14.4,63.0,0.0,0.0,280.0,7.6,13.0,1021.6,,45,544,38,17,23,2,129,93,1,21,142,6,22,43,1,12,378,3,38,30,2,14,172,0,8,112,13,22,40,0,17,144,7,9,131,5,7,334,0,54,258,23,20,212,1,22,444,1,38,508,11,5,133,0,64,654,59,39,130,2,22,257,1
2022-10-04 19:00:00,19,1,4,10,19.6,14.2,71.0,0.0,0.0,290.0,7.6,13.0,1022.0,,20,380,20,7,18,2,51,32,0,15,86,2,7,14,1,4,436,6,27,18,1,8,57,0,12,67,10,4,10,0,12,99,4,10,71,3,6,145,0,28,112,14,13,118,0,16,380,2,1,508,11,1,87,0,52,515,48,16,55,0,13,227,1
2022-10-04 20:00:00,20,1,4,10,17.5,13.6,78.0,0.0,0.0,0.0,0.0,11.1,1022.0,,4,184,10,2,6,0,19,9,0,12,50,1,2,5,0,2,239,3,8,6,1,6,72,0,7,25,7,2,4,2,8,78,1,4,61,5,5,72,0,3,68,6,8,94,2,14,304,2,3,300,7,0,49,0,35,302,30,6,22,0,7,95,0
2022-10-04 21:00:00,21,1,4,10,15.8,13.6,87.0,0.0,0.0,0.0,0.0,8.0,1022.1,,4,75,2,1,6,0,13,2,0,8,46,0,0,3,0,0,201,3,6,4,0,0,14,0,4,33,5,0,0,0,4,32,2,3,23,2,4,32,0,0,25,5,9,43,0,12,206,0,0,186,3,1,45,0,23,176,14,4,6,0,3,38,0
2022-10-04 22:00:00,22,1,4,10,14.9,13.3,90.0,0.0,0.0,130.0,3.6,16.7,1022.2,,2,62,1,0,1,0,8,5,0,3,41,1,0,2,0,2,137,1,2,4,0,0,19,0,7,14,3,0,0,0,0,32,1,5,23,1,3,28,0,2,18,3,4,40,0,8,156,0,0,160,1,1,42,0,8,141,11,2,4,0,6,28,0
2022-10-04 23:00:00,23,1,4,10,14.2,12.6,90.0,0.0,0.0,250.0,5.4,14.8,1022.2,,2,42,2,0,0,0,1,2,1,2,20,0,1,0,0,0,99,0,2,0,0,0,12,0,1,6,5,0,0,0,1,14,0,1,18,0,0,16,0,1,8,2,3,36,0,5,124,0,0,123,2,0,25,0,5,62,7,1,2,0,1,17,0
2022-10-05 00:00:00,0,2,5,10,13.7,12.4,92.0,0.0,0.0,260.0,5.4,8.0,1021.7,,0,23,0,0,0,0,1,3,1,2,11,0,0,0,0,0,38,3,2,3,0,1,4,0,2,3,1,2,0,0,0,10,0,2,6,0,0,8,0,0,10,3,0,25,0,4,62,0,0,47,1,0,9,0,1,23,2,0,0,0,2,10,0
2022-10-05 01:00:00,1,2,5,10,13.6,12.5,93.0,0.0,0.0,250.0,9.4,16.7,1021.7,,0,7,1,0,0,0,0,0,0,0,8,0,0,0,0,0,24,1,1,0,0,0,2,0,1,4,0,0,0,0,0,6,1,0,7,0,0,3,0,0,3,0,1,9,0,2,34,0,0,20,0,0,7,0,1,12,2,0,0,0,0,3,0
2022-10-05 02:00:00,2,2,5,10,13.1,12.8,98.0,0.0,0.0,250.0,5.4,14.8,1021.3,,0,4,0,0,0,0,0,1,0,1,4,0,0,0,0,0,12,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,5,0,1,18,0,0,23,0,0,11,1,0,6,0,0,0,0,0,3,0
2022-10-05 03:00:00,3,2,5,10,14.1,13.9,99.0,0.2,0.0,150.0,3.6,5.0,1020.9,,0,7,2,0,0,0,0,0,0,0,2,0,0,0,0,0,10,1,0,0,0,0,1,0,1,1,1,0,0,0,0,4,0,0,1,0,0,2,0,0,1,0,1,0,0,0,14,0,0,5,0,0,7,0,0,8,0,0,0,0,0,1,1
2022-10-05 04:00:00,4,2,5,10,14.3,14.1,99.0,0.0,0.0,200.0,1.8,18.5,1020.9,,2,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,31,1,0,0,0,1,2,0,0,2,0,0,0,0,1,2,0,0,3,0,0,2,0,0,0,0,0,3,0,2,22,1,0,16,2,0,5,0,2,8,2,0,0,0,0,2,1
2022-10-05 05:00:00,5,2,5,10,13.9,13.6,98.0,0.0,0.0,130.0,3.6,18.5,1021.0,,0,12,4,0,0,0,0,2,1,0,2,2,0,1,0,3,68,4,0,0,0,0,3,0,0,2,3,0,0,0,2,3,3,2,4,1,0,2,0,0,2,2,0,4,0,1,38,4,0,21,6,0,9,1,1,24,12,0,0,0,1,3,1
2022-10-05 06:00:00,6,2,5,10,13.3,13.0,98.0,0.2,0.0,120.0,3.6,5.0,1021.3,,2,42,12,0,0,1,0,1,1,4,28,6,0,0,2,1,283,7,6,0,0,1,7,1,0,10,7,0,0,2,4,21,8,1,11,3,1,12,1,2,5,5,2,23,1,2,118,6,2,109,14,0,45,0,3,82,32,0,0,0,1,12,1
2022-10-05 07:00:00,7,2,5,10,13.1,12.9,99.0,0.0,0.0,130.0,7.6,16.7,1021.5,,5,176,20,0,2,0,5,3,3,12,84,8,2,4,0,9,522,9,8,2,0,1,26,1,5,47,12,0,7,2,6,94,14,5,57,4,6,89,1,18,54,6,12,175,1,10,284,8,9,396,19,5,232,1,28,363,60,2,6,2,2,79,1
2022-10-05 08:00:00,8,2,5,10,13.8,13.6,99.0,0.0,0.0,130.0,5.4,16.7,1021.6,,20,192,28,0,9,4,14,3,2,16,92,9,2,6,4,8,610,12,16,9,2,1,19,1,8,55,15,2,14,0,12,72,8,5,70,7,3,147,1,34,114,20,15,198,1,28,306,4,6,476,21,10,277,3,64,558,70,4,10,8,7,124,1
2022-10-05 09:00:00,9,2,5,10,15.4,13.9,91.0,0.0,0.0,120.0,7.6,11.0,1021.9,,14,134,33,1,4,6,16,13,2,7,66,6,2,6,10,6,507,20,6,9,2,3,64,0,5,27,14,8,21,1,4,72,12,7,71,5,3,92,1,14,60,36,8,112,0,11,297,7,2,374,17,3,166,3,37,392,66,5,18,6,2,86,2
2022-10-05 10:00:00,10,2,5,10,19.7,14.7,73.0,0.0,0.0,130.0,7.6,18.5,1021.8,,7,138,28,2,6,4,29,13,5,4,46,9,0,15,10,5,394,12,6,10,3,1,27,0,4,39,12,1,10,2,4,44,9,0,61,4,3,66,1,16,64,18,6,95,0,9,284,6,2,364,15,2,97,1,26,344,72,6,44,13,5,64,1
2022-10-05 11:00:00,11,2,5,10,23.5,14.5,57.0,0.0,0.0,140.0,9.4,20.4,1021.6,,12,166,29,4,19,18,30,25,6,6,44,4,3,21,12,5,393,13,13,12,8,8,86,0,5,48,12,6,22,2,2,38,12,1,59,5,3,62,0,7,73,20,5,99,1,21,348,8,1,412,14,4,71,0,30,404,85,17,68,10,7,93,4
2022-10-05 12:00:00,12,2,5,10,26.6,14.1,46.0,0.0,0.0,170.0,9.4,18.0,1021.4,,26,266,30,8,26,10,65,57,3,13,91,10,12,40,6,5,489,5,18,33,2,5,67,0,8,57,11,8,23,1,12,80,6,11,88,5,9,119,1,25,142,18,12,185,1,16,398,7,7,565,11,1,122,0,37,452,70,26,111,9,13,160,0
2022-10-05 13:00:00,13,2,5,10,27.3,13.3,42.0,0.0,0.0,270.0,14.8,24.1,1021.0,,20,215,33,6,20,6,20,16,0,12,69,6,1,8,6,6,531,11,12,22,3,10,105,0,5,33,16,8,20,3,8,52,6,5,71,4,10,138,1,30,110,20,23,179,0,16,359,8,15,455,12,1,136,0,36,422,66,11,44,6,9,125,1
2022-10-05 14:00:00,14,2,5,10,26.6,13.7,45.0,0.0,0.0,240.0,16.6,24.1,1021.2,,9,172,28,2,10,6,18,15,4,5,52,2,4,11,6,6,448,7,7,15,4,7,66,0,8,36,12,8,16,4,6,38,3,6,96,4,3,79,0,18,74,16,9,105,2,15,368,7,5,398,18,2,87,1,27,411,80,2,24,6,7,85,1
2022-10-05 15:00:00,15,2,5,10,25.4,14.8,52.0,0.0,0.0,280.0,18.4,28.0,1022.0,,16,239,38,4,22,10,37,26,3,6,51,8,3,18,6,0,411,5,14,15,2,4,51,2,6,51,13,5,15,2,8,56,4,5,90,3,5,115,1,25,110,26,9,105,1,11,406,8,11,548,14,3,87,0,36,540,74,5,52,8,6,100,0
2022-10-05 16:00:00,16,2,5,10,22.8,15.4,63.0,0.0,0.0,310.0,18.4,22.2,1022.6,,32,437,80,3,20,8,50,57,2,14,70,4,14,32,6,1,423,9,19,21,2,10,132,0,9,82,14,13,30,3,14,72,7,4,99,8,7,193,1,29,158,26,13,158,0,25,419,4,18,645,24,1,83,1,62,621,100,25,82,10,20,178,0
2022-10-05 17:00:00,17,2,5,10,20.2,15.0,72.0,0.0,0.0,290.0,22.3,22.2,1023.9,,44,526,42,17,36,2,99,100,0,24,124,4,18,36,4,4,476,6,38,30,2,10,77,0,12,121,9,6,14,0,18,140,8,5,99,6,7,239,0,46,216,24,14,201,0,21,455,7,34,575,11,7,96,0,80,642,70,40,120,3,32,214,3
2022-10-05 18:00:00,18,2,5,10,18.1,14.4,79.0,0.0,0.0,300.0,13.0,26.0,1024.9,,44,454,32,18,33,0,99,63,1,24,124,4,14,26,1,8,394,3,24,20,0,11,155,0,7,68,14,17,33,3,15,134,9,3,107,5,4,203,0,45,192,19,15,162,1,22,429,8,21,606,14,3,105,0,67,622,54,34,132,2,26,246,2
2022-10-05 19:00:00,19,2,5,10,17.1,14.4,84.0,0.0,0.0,280.0,7.6,16.7,1026.1,,26,316,20,8,16,2,67,36,0,20,86,2,5,16,0,4,416,5,25,20,1,4,52,0,12,61,14,7,6,0,11,90,2,0,72,3,3,112,0,26,116,15,16,126,1,14,347,9,3,521,11,1,99,0,49,468,45,16,42,0,14,144,1
2022-10-05 20:00:00,20,2,5,10,16.7,14.3,86.0,0.0,0.0,260.0,7.6,14.8,1027.0,,11,170,4,1,4,0,22,7,0,16,57,0,2,4,0,5,291,3,10,8,0,4,51,0,5,45,7,4,5,4,10,70,2,4,50,2,4,49,0,2,52,6,8,85,0,15,326,5,0,334,8,1,50,0,34,312,27,8,14,0,6,78,1
2022-10-05 21:00:00,21,2,5,10,16.2,14.6,90.0,0.0,0.0,270.0,9.4,15.0,1027.7,,4,90,4,1,1,0,9,5,0,5,30,1,0,2,1,2,187,5,6,5,0,1,11,0,5,25,7,2,0,0,3,27,1,4,34,2,3,27,0,0,20,3,3,50,0,13,216,5,2,173,3,0,31,0,26,170,13,2,7,0,4,51,0
2022-10-05 22:00:00,22,2,5,10,16.6,15.0,90.0,0.0,0.0,240.0,3.6,16.7,1028.5,,4,74,1,0,0,0,8,6,3,5,30,1,0,1,0,0,130,1,8,4,0,1,13,0,7,17,2,2,0,0,2,22,2,4,21,1,1,34,0,1,14,4,3,42,0,4,163,2,0,147,1,1,34,0,4,119,8,0,2,0,4,39,0
2022-10-05 23:00:00,23,2,5,10,17.3,15.5,89.0,0.0,0.0,260.0,3.6,14.8,1029.0,,1,34,1,0,0,0,9,2,1,4,16,0,0,2,0,0,110,0,4,6,0,0,11,0,1,18,5,0,0,0,0,17,0,2,15,0,2,14,0,0,20,2,4,35,0,7,135,2,0,105,1,0,16,0,5,54,7,0,0,0,3,18,0
2022-10-06 00:00:00,0,3,6,10,17.5,15.8,90.0,0.0,0.0,210.0,3.6,5.0,1028.9,,1,28,2,0,0,0,1,0,1,0,13,0,0,0,0,0,56,0,2,0,0,1,3,0,1,7,1,1,0,0,0,10,0,0,16,0,1,13,0,0,12,2,1,22,0,2,78,0,1,66,1,0,18,0,1,27,2,0,0,0,2,7,0
